Installs,Size Num
"5,000,000+",9500
"1,000,000+",45000
"500,000+",28000
"10,000+",7700
"50,000+",9500
"100,000+",5200
"10,000,000+",38000
500+,3700
"10,000+",25000
"50,000+",20000
"10,000+",153
100+,5300
100+,6300
10+,38000
"5,000,000+",13000
"5,000+",6400
"1,000+",1900
"5,000+",6400
500+,2000
50+,8600
"5,000+",24000
"1,000,000+",10000
10+,39000
100+,60000
10+,40000
"1,000+",15000
"100,000+",209
"5,000+",1500
"1,000+",2300
10+,13000
100+,9400
"50,000+",3700
10+,4200
10+,22000
"5,000,000+",13000
"1,000+",8100
"10,000+",12000
"10,000,000+",19000
"10,000+",4900
10+,9700
10-,3600
"10,000+",2500
"100,000+",2500
"100,000+",18000
"100,000+",35000
"1,000+",6300
"10,000+",1300
"50,000,000+",24000
100+,3400
10+,3400
10+,3400
10+,3400
"1,000+",17000
"5,000+",2200
"100,000+",5000
"500,000+",4600
"1,000+",9000
"1,000+",1300
"10,000+",24000
"5,000+",3200
"50,000,000+",97000
"10,000+",353
100+,3200
"1,000+",2400
"10,000,000+",8400
"5,000,000+",12000
10-,3400
10-,3400
100+,7300
500+,4200
"10,000,000+",58000
10-,6800
"5,000+",499
10+,3200
10+,3300
"10,000+",3700
10+,25000
100+,12000
100+,1300
50+,40000
100+,5200
"100,000,000+",17000
"100,000+",173
"50,000,000+",5100
"1,000,000+",5800
"10,000,000+",1200
"5,000,000+",5800
"5,000,000+",1800
"100,000+",1900
"100,000+",3600
"500,000+",2500
"5,000,000+",2100
"100,000+",1100
"100,000,000+",17000
"100,000+",2100
"1,000,000+",2800
"1,000,000+",5500
"10,000+",41000
"100,000+",14000
"100,000+",597
"100,000+",2700
"10,000+",3200
"100,000+",809
"50,000+",2200
"100,000+",8200
"100,000+",2800
"500,000+",4000
500+,1800
"10,000+",70
"500,000+",2300
"10,000+",1300
"10,000+",122
"1,000,000+",4100
"10,000+",11000
"10,000,000+",4200
"10,000+",8200
"100,000+",411
"100,000+",2300
"500,000+",5700
"10,000+",2700
"5,000+",1900
100+,19000
10+,2300
"100,000+",49000
"10,000+",28000
"100,000+",41000
"100,000+",25000
"10,000+",25000
"1,000,000+",38000
"10,000,000+",28000
"100,000+",55000
"500,000+",58000
"1,000,000+",27000
"10,000,000+",25000
"5,000,000+",31000
"1,000,000+",94000
"5,000,000+",25000
"1,000,000+",21000
"10,000,000+",45000
"5,000,000+",45000
"500,000+",24000
"1,000,000+",83000
"1,000,000+",88000
"5,000,000+",51000
"10,000,000+",63000
"1,000,000+",21000
"1,000,000+",7200
"1,000,000+",51000
"1,000,000+",98000
"1,000,000+",27000
"100,000+",9300
"500,000+",87000
"100,000+",55000
"10,000+",26000
"1,000,000+",62000
"10,000+",22000
"50,000+",40000
"10,000+",5500
"10,000+",18000
"1,000,000+",74000
"1,000+",16000
100+,64000
"1,000,000+",16000
"10,000+",25000
"10,000+",12000
"5,000+",18000
"10,000+",4500
100+,77000
"1,000,000+",85000
"10,000+",85000
"100,000+",26000
"1,000+",2000
"10,000+",3900
"5,000+",11000
"1,000+",18000
"5,000+",8700
"1,000+",3900
"10,000+",4000
"10,000+",53000
"1,000+",4900
"100,000+",52000
"10,000+",23000
"10,000+",13000
"1,000+",30000
"50,000+",18000
"50,000+",4100
"1,000+",13000
"500,000+",20000
"1,000+",21000
500+,12000
"10,000+",18000
"1,000,000+",41000
"5,000+",12000
"1,000+",14000
500+,6000
"5,000,000+",17000
"10,000+",400
"1,000,000+",42000
100+,54000
"1,000+",11000
"1,000+",37000
"1,000+",13000
"1,000+",6500
"1,000,000+",16000
"100,000+",19000
"50,000+",3300
"10,000+",35000
"100,000+",6300
500+,12000
"10,000+",5000
"500,000+",43000
"10,000+",2900
"1,000+",4100
"1,000+",8500
"1,000+",7000
"100,000+",19000
10+,16000
"1,000+",14000
"5,000+",801
"5,000+",5600
"1,000,000+",36000
"10,000+",3200
"50,000+",7000
"10,000+",2900
"100,000+",35000
"1,000,000+",21000
500+,5800
500+,4700
"1,000,000+",20000
10+,3900
"1,000+",12000
100+,7800
100+,24000
100+,12000
"100,000+",4900
"10,000+",3300
100+,5400
100+,2400
"1,000,000+",27000
500+,22000
100+,1200
500+,2500
"1,000,000+",14000
500+,6800
100+,1200
"10,000+",787
10-,4900
"5,000+",5300
100+,6500
"5,000,000+",69000
"10,000+",14000
"1,000+",3400
"1,000,000+",50000
"1,000+",8100
100+,1700
"100,000+",18000
"1,000+",18000
"100,000+",36000
500+,8100
500+,5100
10+,1600
10+,61000
500+,4100
"5,000+",10000
10+,237
10-,3400
10-,18000
"100,000+",3500
"100,000+",3400
10+,9100
"10,000+",15000
10-,14000
100+,3800
"100,000+",10000
"500,000+",26000
"1,000+",3300
"10,000+",15000
"10,000,000+",19000
10+,3700
100+,2100
10+,11000
"100,000+",43000
"50,000+",6900
"5,000,000+",40000
"100,000+",36000
50+,1500
"1,000+",37000
100+,22000
50+,3300
"100,000+",2600
100+,34000
"100,000+",2900
"1,000+",12000
"10,000+",3700
"1,000,000+",17000
"5,000,000+",23000
"10,000,000+",17000
"500,000+",5000
"100,000+",18000
"100,000+",33000
500+,26000
"100,000+",32000
"10,000+",38000
"1,000,000+",21000
"500,000+",41000
500+,1700
100+,4300
100+,9900
"1,000,000+",5900
"5,000+",2700
"10,000+",12000
"1,000,000+",16000
"500,000+",19000
"50,000+",2800
"10,000+",3600
"500,000+",37000
"5,000+",4300
"10,000+",1700
100+,3100
"1,000+",30000
"1,000+",5200
10-,2800
"5,000+",18000
100+,3400
"10,000+",41000
"100,000+",13000
"50,000+",6700
"5,000+",9800
"5,000,000+",14000
100+,26000
100+,22000
100+,8700
500+,88000
"50,000+",18000
"5,000+",18000
"1,000+",1300
50+,4500
100+,7800
"1,000,000+",23000
"500,000+",50
"1,000,000+",70000
"10,000,000+",47000
"5,000,000+",42000
"1,000+",3700
"100,000+",39000
"10,000+",22000
"100,000+",22000
"100,000+",12000
"50,000+",14000
"10,000+",4300
100+,8500
"5,000+",6700
"100,000+",7500
"500,000+",88000
"10,000+",1100
100+,8300
"1,000+",5700
"100,000+",643
"10,000+",44000
"10,000+",11000
10+,28000
"1,000,000+",40000
"500,000+",9100
"1,000+",2100
"1,000,000+",32000
100+,7800
"10,000+",2400
"5,000+",53000
"10,000+",6000
"50,000+",25000
"1,000+",3300
50+,34000
"50,000+",3600
"10,000+",6200
"500,000+",68000
"5,000+",19000
"100,000+",3600
"10,000+",17000
"50,000+",31000
"10,000+",18000
"5,000+",6000
"50,000+",29000
100+,77000
"50,000+",42000
"50,000+",14000
"1,000+",29000
"5,000+",5700
"10,000+",36000
"1,000+",8900
"1,000+",5100
10+,19000
"1,000+",4300
"1,000+",62000
500+,29000
"1,000+",7800
"5,000+",20000
"10,000+",986
"10,000+",18000
"100,000+",14000
"5,000+",9300
"1,000+",17000
100+,1400
100+,16000
"5,000+",4000
"50,000+",8300
"10,000+",9600
100+,11000
"1,000+",20000
"10,000+",14000
"1,000+",17000
"1,000+",15000
"10,000+",13000
100+,11000
100+,46000
"1,000,000+",11000
100+,1600
50+,28000
"10,000+",11000
100+,4900
"5,000+",8600
100+,23000
"1,000+",24000
"1,000+",1600
50+,8400
50+,97
100+,20000
100+,44000
"10,000+",88000
50+,4800
"100,000+",32000
"10,000+",25000
"10,000+",27000
"1,000+",7300
"100,000+",14000
"50,000+",15000
"10,000+",16000
"10,000+",25000
"10,000+",14000
"10,000+",2900
"10,000+",18000
"10,000+",35000
"10,000+",25000
"50,000+",14000
"50,000+",6500
"50,000+",5500
"10,000+",28000
"10,000+",17000
"10,000+",7300
"50,000+",24000
"100,000+",2100
"50,000+",24000
"10,000+",2800
"1,000+",7200
"50,000+",8600
"10,000+",2300
"5,000+",12000
"50,000+",70000
"1,000,000+",34000
"5,000,000+",2600
"10,000,000+",35000
"10,000,000+",24000
"100,000,000+",88000
"10,000,000+",7000
"500,000+",3900
"10,000+",3800
"100,000+",26000
"1,000,000+",5000
"1,000,000+",4700
"100,000+",5600
"10,000+",5300
"500,000+",2200
"5,000+",26000
"100,000+",5600
"100,000+",26000
"10,000+",8600
"10,000+",21000
"50,000+",4800
"100,000+",15000
"100,000+",20000
"100,000+",20000
"1,000+",5500
"1,000,000+",5700
"50,000+",11000
"1,000,000+",4700
"100,000+",4100
"1,000+",6900
"5,000+",12000
"10,000+",5900
"10,000+",2200
"100,000+",7100
"5,000+",7900
"10,000+",25000
"5,000+",26000
"100,000+",4900
"10,000+",25000
"10,000+",8300
"10,000+",6000
"10,000+",3000
"50,000+",19000
"1,000+",4100
"1,000+",6000
"100,000+",4600
"10,000+",26000
"5,000+",4400
"50,000+",10000
"10,000+",5000
"100,000+",16000
"5,000+",22000
"5,000+",8100
"5,000,000+",21000
"500,000+",13000
"5,000+",4800
"50,000+",6100
"10,000+",4300
"100,000+",6200
100+,3500
10+,2400
"5,000,000+",38000
"100,000+",9500
100+,516
"50,000+",837
"5,000+",2000
100+,17000
"1,000,000+",6800
500+,1100
100+,780
100+,3700
100+,961
"10,000+",2600
10+,4800
100+,7800
50+,22000
500+,1500
"5,000+",9600
100+,2400
100+,55000
10+,269
10+,3700
10-,21000
"500,000+",96000
"1,000+",1100
"100,000+",20
"1,000+",12000
"1,000+",498
"500,000+",13000
"50,000+",4200
"50,000+",11000
"5,000+",600
"500,000+",18000
"1,000+",3000
"1,000,000+",14000
"5,000,000+",72000
"5,000+",54000
"100,000+",12000
"1,000+",37000
"10,000+",6500
"10,000+",6600
"1,000,000+",50000
"10,000+",4300
"10,000+",7600
"10,000+",5500
"1,000+",94000
"50,000+",35000
500+,55000
"1,000+",11000
"1,000+",12000
"1,000+",21000
500+,27000
"100,000+",5300
500+,30000
"5,000+",10000
500+,11000
"10,000+",9800
10+,68000
"5,000+",3800
100+,33000
100+,24000
"10,000+",35000
500+,20000
50+,3400
500+,2500
10+,32000
100+,5800
50+,18000
50+,20000
100+,32000
500+,6900
"1,000+",12000
50+,17000
"500,000+",592
"10,000+",50000
"100,000+",19000
50+,55000
"1,000+",1000
"1,000+",2000
10-,7500
50+,16000
10-,10000
"50,000+",1100
"100,000+",81000
100+,15000
"5,000+",13000
"5,000,000+",20000
500+,7100
"1,000+",4500
100+,1300
"10,000+",10000
100+,29000
"1,000+",749
"1,000+",20000
100+,8100
100+,3800
"50,000+",1600
"1,000+",6100
"5,000+",4900
100+,20000
100+,15000
100+,9300
10+,12000
10+,3900
"1,000,000+",61000
500+,5800
10-,5000
100+,4400
100+,642
10+,9400
10+,3300
"1,000,000+",6400
"5,000+",4000
"1,000,000+",46000
10-,12000
"100,000+",30000
"10,000+",1400
"10,000+",15000
"10,000+",1800
"1,000,000+",19000
"100,000+",12000
"10,000+",21000
"10,000+",25000
"1,000+",3400
"1,000,000+",8700
"10,000+",19000
"10,000+",9800
"500,000+",18000
"100,000+",18000
"100,000+",15000
10+,17000
"1,000,000+",43000
10+,9300
10+,11000
"1,000+",2000
"50,000+",2200
"50,000+",4400
"50,000+",5400
10+,12000
10-,1400
10+,17000
"1,000+",881
"1,000+",3300
10-,17000
10-,13000
"10,000+",7300
"100,000+",23000
10+,12000
"1,000+",72
100+,2200
10+,3500
500+,18000
10+,8600
"5,000+",4800
500+,7300
"100,000+",13000
100+,5300
"10,000+",6200
"500,000+",656
"1,000,000+",5000
"1,000+",601
"10,000+",8300
"10,000,000+",73000
"5,000,000+",7400
"10,000,000+",22000
"50,000,000+",26000
"10,000+",14000
"5,000,000+",7300
"1,000,000+",3100
"5,000,000+",11000
"1,000,000+",12000
"10,000,000+",13000
"1,000,000+",33000
"10,000,000+",49000
"10,000,000+",31000
"50,000+",34000
"10,000,000+",44000
"5,000,000+",11000
"10,000+",55000
"10,000,000+",59000
"10,000,000+",60000
"5,000,000+",25000
"10,000,000+",56000
"10,000,000+",20000
"50,000+",2300
"50,000+",221
"10,000,000+",1500
"5,000,000+",48000
"5,000+",31000
"500,000+",7500
"5,000+",228
"1,000+",2600
"10,000+",2300
"10,000+",2800
"10,000+",16000
100+,2200
500+,4500
50+,33000
"500,000+",72000
"1,000+",3300
"10,000+",6600
500+,5200
500+,8000
"1,000+",108
500+,3500
"10,000+",11000
"10,000+",10000
"1,000+",9400
"1,000+",10000
10+,940
"10,000+",8700
"10,000+",6300
"5,000+",4100
"5,000+",37000
100+,3200
"10,000+",11000
10+,2600
"10,000+",3000
100+,14000
"100,000+",47000
10+,2500
"5,000+",2300
"1,000+",49000
"1,000+",44000
"1,000+",3000
100+,2300
10-,15000
"1,000+",10000
"10,000+",7600
"10,000,000+",59000
"5,000,000+",36000
"10,000,000+",32000
"500,000+",9500
"5,000,000+",95000
"50,000+",5800
"10,000+",35000
"10,000,000+",63000
"1,000,000+",9700
"10,000+",91000
"1,000+",63000
"1,000+",3100
"1,000,000+",88000
"5,000+",12000
"50,000,000+",92000
100+,4100
500+,23000
"5,000+",7200
"50,000+",6400
"1,000+",3400
"5,000,000+",91000
"1,000+",6100
"10,000+",22000
"50,000+",6900
"10,000,000+",91000
"50,000,000+",72000
"500,000+",10000
100+,2200
"5,000+",8500
"100,000+",12000
50+,21000
"5,000+",11000
500+,2300
500+,16000
50+,32000
"1,000+",17000
"10,000+",1300
"5,000+",18000
"5,000+",10000
10+,1200
"5,000+",8700
"10,000,000+",42000
"10,000,000+",38000
"5,000,000+",5300
"5,000,000+",5800
"1,000,000+",96000
"10,000,000+",21000
"50,000,000+",10000
"1,000,000+",80000
"10,000,000+",6100
"1,000,000+",1500
"10,000,000+",31000
"5,000,000+",26000
"10,000,000+",20000
"1,000,000+",2900
"50,000,000+",38000
"5,000,000+",36000
"50,000,000+",14000
"10,000,000+",176
"10,000,000+",44000
"5,000,000+",82000
"10,000,000+",3300
"10,000,000+",18000
"100,000+",8300
"1,000+",33
100+,14000
"10,000+",8300
500+,9900
"1,000+",8000
"10,000+",1500
100+,3600
"50,000+",15000
"1,000+",6700
10+,663
500+,1400
100+,20000
100+,6000
100+,14000
"1,000+",1500
"1,000+",2300
10+,27000
100+,76000
100+,15000
500+,32000
500+,6300
"10,000+",24000
100+,1400
10+,36000
"500,000+",15000
50+,3000
10-,14000
10+,10000
"10,000,000+",15000
10+,5200
10+,2900
100+,3300
100+,5700
"500,000+",36000
"1,000+",5700
10-,2900
10-,3300
10+,4500
500+,1600
100+,2800
"100,000+",1100
"10,000+",4100
"10,000+",1100
50+,6800
"1,000+",28000
"1,000,000+",32000
"10,000+",12000
"1,000+",22000
"1,000+",1400
"1,000+",1200
100+,20000
"10,000,000+",7600
500+,2900
"10,000+",2500
10+,11000
"1,000+",34000
"1,000,000+",21000
500+,4500
"10,000+",22000
"1,000+",34
100+,14000
"500,000+",12000
100+,1300
100+,3100
"10,000+",11000
100+,5900
10+,3000
100+,12000
10+,1100
"10,000+",26000
100+,4500
"10,000+",5900
100+,5700
"5,000,000+",37000
"50,000,000+",77000
"5,000,000+",43000
"100,000+",20000
"1,000+",8000
"5,000,000+",17000
"10,000,000+",10000
"1,000,000+",34000
"1,000,000+",81000
"100,000+",35000
"10,000+",100000
"50,000+",48000
100+,59000
"500,000+",14000
"1,000+",10000
"1,000,000+",16000
"10,000+",24000
"1,000+",2300
"5,000,000+",4100
"100,000+",28000
"500,000+",27000
"10,000,000+",27000
"10,000+",6700
"5,000,000+",23000
50+,4900
"1,000,000+",85000
"100,000+",41000
"10,000,000+",14000
"100,000+",94000
"100,000+",45000
"1,000+",942
"10,000,000+",26000
"10,000,000+",99000
"1,000+",5900
100+,36000
"10,000,000+",52000
"1,000,000+",63000
"1,000,000+",26000
"10,000,000+",35000
"10,000,000+",5400
"10,000,000+",53000
"500,000+",4000
"100,000,000+",51000
"10,000,000+",20000
"100,000+",39000
"5,000,000+",5000
"500,000+",5700
"10,000,000+",29000
"10,000,000+",87000
"100,000,000+",7100
"1,000,000+",61000
"10,000,000+",30000
"50,000,000+",52000
"10,000,000+",44000
"10,000,000+",4600
"10,000,000+",90000
"10,000,000+",91000
"10,000,000+",30000
"1,000,000+",20000
"100,000+",28000
"100,000+",16000
"100,000+",16000
"1,000,000+",7900
"1,000+",57000
"1,000+",16000
"1,000+",25000
"50,000+",34000
"1,000+",29000
"5,000+",87000
"10,000+",38000
"10,000+",18000
"100,000+",19000
"1,000+",70000
"10,000+",3300
"50,000+",14000
"10,000+",66000
"1,000+",4300
"100,000+",48000
500+,31000
"1,000,000+",3300
"50,000+",25000
"100,000+",11000
"1,000+",17000
10-,16000
100+,3500
"50,000+",33000
"10,000+",6400
100+,3900
10+,1500
10+,6600
"10,000+",23000
10+,2400
"1,000,000+",35000
"1,000+",1100
"10,000+",11000
500+,13000
"1,000+",34000
500+,7100
50+,4200
100+,17000
100+,3000
100+,5300
"100,000+",30000
10-,3300
10+,2500
"50,000+",2000
"5,000,000+",6300
"10,000,000+",2300
"100,000+",7200
"10,000,000+",2200
"1,000,000+",6200
"1,000,000+",1700
"1,000+",10000
"5,000,000+",3200
"10,000+",30000
"5,000+",11000
"5,000,000+",2400
10+,1700
"100,000+",3300
"10,000,000+",13000
"5,000,000+",3200
"10,000+",7900
"1,000,000+",5200
"1,000,000+",22000
"1,000,000+",1600
"50,000+",9400
"10,000,000+",5400
"10,000+",1100
"10,000,000+",3300
"1,000,000+",5500
"100,000+",4200
"1,000,000+",10000
"1,000,000+",5000
"1,000,000+",2900
"10,000+",30000
"10,000+",5400
"5,000+",3700
"5,000+",2900
"100,000+",3000
"5,000+",4200
"1,000+",11000
"1,000+",3000
"1,000+",6300
"5,000+",20000
"10,000+",97000
"1,000+",259
"1,000+",4900
10+,11000
"1,000+",36000
"5,000+",164
"1,000+",3000
"1,000+",16000
100+,458
"10,000+",245
"1,000+",5200
"5,000+",5700
10-,3300
10+,27000
100+,10000
100+,7800
"5,000+",8500
"500,000+",5900
50+,629
500+,1700
100+,92000
"5,000+",21000
100+,1200
100+,33000
50+,35000
10+,2400
10+,11000
100+,23000
100+,4000
"10,000+",17000
"10,000+",4100
"1,000+",28
100+,1800
50+,3400
"50,000+",32000
"10,000+",288
10+,4200
"100,000+",17000
500+,18000
"5,000+",37000
"100,000+",15000
10+,3800
10+,21000
50+,4200
500+,28000
10+,2300
100+,775
100+,10000
100+,5900
"5,000+",33000
10-,7500
10+,19000
10+,3800
"50,000+",4000
"100,000+",62000
10-,7600
"1,000,000+",27000
10-,2100
"100,000+",15000
"1,000+",3400
"500,000+",30000
"50,000+",18000
"50,000+",5300
"1,000,000+",31000
"50,000+",50000
"50,000+",22000
"10,000+",2600
"5,000,000+",86000
"5,000,000+",71000
"1,000,000+",32000
"1,000,000+",9200
"1,000,000+",16000
"10,000,000+",4200
"5,000,000+",3500
"10,000,000+",60000
"100,000+",5900
"5,000,000+",78000
"10,000,000+",12000
"1,000,000+",4900
"1,000,000+",3000
"100,000+",6300
"500,000+",8400
"1,000,000+",4000
"100,000+",1900
"1,000,000+",201
"1,000,000+",5000
"500,000+",4000
"100,000+",30000
"1,000,000+",9000
"500,000+",8500
"1,000,000+",13000
"100,000+",3400
"100,000+",20000
"50,000+",4400
"1,000,000+",8300
"100,000+",19000
"100,000+",6400
"1,000,000+",2400
"1,000,000+",5300
"100,000+",5200
"10,000,000+",70000
"500,000+",41000
"10,000+",1900
"100,000+",39000
"500,000+",5800
"1,000,000+",11000
"100,000+",6900
"5,000+",15000
"500,000+",4700
"50,000+",8200
"100,000+",18000
"100,000+",4400
"10,000+",15000
"500,000+",9400
"100,000+",3000
"5,000+",12000
"100,000+",3400
"100,000+",5100
"1,000+",2000
"1,000,000+",3200
"1,000+",5200
"5,000+",11000
"1,000+",14000
"10,000+",7700
"10,000+",12000
"100,000+",3800
"100,000+",8100
"50,000+",5400
100+,5700
"5,000+",10000
"100,000+",8700
"10,000+",3800
"10,000+",5600
"10,000+",3800
"5,000+",4100
"5,000+",11000
"1,000+",5700
"10,000+",3800
"500,000+",9100
"5,000+",2500
"1,000+",6700
"5,000+",11000
"10,000+",7700
"50,000+",7000
"100,000+",43000
"100,000+",13000
"10,000+",20000
"500,000+",59000
100+,3900
"50,000+",27000
"1,000+",16000
"10,000+",63000
"10,000+",12000
"100,000+",30000
"10,000+",44000
"1,000,000+",43000
"100,000+",17000
"10,000,000+",42000
500+,6300
10-,2600
"100,000+",20000
"1,000,000+",16000
"1,000,000+",13000
"100,000+",6300
"10,000+",2700
"500,000+",56000
"100,000+",1100
"100,000+",26000
"100,000+",56000
"100,000+",785
"100,000+",25000
"10,000,000+",4700
"10,000+",6000
"100,000+",4900
"1,000,000+",18000
"1,000,000+",66000
"1,000,000+",41000
"1,000,000+",96000
"1,000,000+",76000
"1,000+",4200
"1,000,000+",36000
100+,3900
"100,000+",24000
"10,000,000+",35000
"1,000+",23000
"50,000,000+",13000
"10,000,000+",19000
"5,000,000+",7600
"100,000+",96000
"500,000+",35000
"1,000,000+",81000
"1,000,000+",95000
"1,000,000+",10000
"10,000,000+",21000
"500,000+",4700
"1,000,000+",27000
"10,000,000+",25000
"1,000,000+",3400
"10,000+",33000
"500,000+",5700
"500,000+",3100
"1,000,000+",4300
"5,000,000+",4500
"10,000+",46000
500+,33000
"50,000+",58000
"100,000+",9300
"100,000+",6200
"1,000,000+",6700
"1,000,000+",41000
"10,000+",6000
"50,000+",9500
"100,000+",60000
100+,31000
"1,000,000+",36000
"100,000+",4300
"10,000+",1500
"10,000+",68000
"1,000+",1200
"10,000+",12000
"10,000,000+",22000
"50,000+",45000
"1,000,000+",62000
"1,000,000+",80000
"1,000+",34000
"500,000+",3500
"100,000+",67000
"50,000+",58000
"1,000,000+",5100
"5,000+",5500
"1,000,000+",12000
"1,000,000+",19000
"1,000,000+",19000
"10,000,000+",8800
"500,000+",11000
"1,000,000+",12000
"500,000+",32000
"5,000,000+",22000
"500,000+",38000
"100,000+",60000
"500,000+",35000
"50,000+",15000
"50,000+",43000
500+,4400
"1,000+",2100
100+,23000
50+,2300
500+,636
"100,000+",4200
50+,4600
"1,000+",7900
"100,000+",1400
10+,21000
"1,000+",916
100+,28000
500+,1600
"1,000,000+",84000
"1,000,000+",6600
"10,000,000+",12000
"1,000+",14000
10-,38000
500+,5000
"10,000+",2900
10+,1400
100+,8400
"100,000+",3000
10+,2600
"1,000,000+",3700
"5,000,000+",100000
"10,000+",5800
100+,28000
"1,000+",4500
100+,8900
500+,3100
50+,22000
"1,000+",9900
500+,49000
"10,000+",1600
"1,000+",8900
"5,000+",22000
500+,23000
"1,000,000+",94000
500+,6300
"1,000+",1100
"1,000,000+",95000
"10,000,000+",21000
"1,000+",9500
100+,24000
"1,000+",1500
10+,24000
10+,7900
10-,5300
10-,1200
10+,12000
500+,5700
100+,13000
50+,24000
10-,54000
"1,000+",3900
"5,000,000+",51000
"1,000+",49000
10+,1300
"1,000+",994
500+,3600
100+,4100
"10,000,000+",66000
"1,000+",32000
100+,2900
"100,000+",8900
"10,000+",47000
"50,000+",2100
"10,000+",12000
"500,000+",7800
"100,000,000+",15000
"1,000,000+",25000
"100,000,000+",14000
"10,000,000+",10000
"10,000,000+",8900
"1,000,000+",4800
"100,000+",3200
"10,000,000+",4700
"1,000,000+",2000
"5,000,000+",14000
"100,000+",4700
"50,000+",22000
"500,000+",14000
"500,000+",4300
"1,000,000+",5200
"50,000+",309
"100,000+",8700
"50,000+",485
"100,000+",2500
"100,000+",9200
"50,000+",39000
"100,000+",96000
"50,000+",6900
"50,000+",9800
"5,000+",16000
"5,000,000+",6200
"100,000+",914
"50,000+",8200
"10,000,000+",13000
"5,000+",48000
"10,000+",2800
"1,000,000+",31000
"50,000+",1300
"10,000+",29000
"1,000+",17000
"5,000+",19000
"10,000+",2600
"10,000+",71000
"10,000+",2600
"1,000+",14000
"1,000+",44000
"10,000+",5100
50+,11000
"1,000+",13000
"50,000+",2600
"10,000+",65000
"1,000,000+",8700
"100,000+",903
100+,25000
"5,000+",4000
"50,000+",1700
"10,000+",2400
100+,8500
"50,000+",26000
"10,000+",2000
"1,000+",2500
100+,18000
"100,000+",2900
"1,000+",1300
"1,000+",1700
100+,2700
"1,000+",608
"10,000+",22000
"5,000+",4200
"500,000+",41000
"100,000+",65000
50+,16000
100+,15000
100+,9300
500+,4200
10+,5100
"10,000+",8900
"5,000+",24000
"1,000+",4000
"100,000+",31000
"100,000+",9500
"100,000+",8200
"1,000,000+",17000
"100,000+",1800
"10,000+",30000
"10,000+",31000
"100,000+",8500
"1,000+",6300
"1,000,000+",10000
"10,000+",4800
"50,000+",6000
100+,5800
10+,6300
"5,000+",79000
"1,000+",6300
"10,000+",2400
"1,000+",5000
"1,000+",2000
"1,000+",4400
"500,000+",8000
"1,000+",39000
500+,3500
"1,000+",3900
"10,000+",9800
100+,5900
100+,15000
"1,000+",6300
10+,3000
"5,000+",2200
"100,000+",4200
"10,000+",16000
100+,1500
100+,500
"1,000+",3400
100+,3300
"10,000+",13000
10+,2500
10+,10000
500+,3000
"5,000+",54
"10,000+",4800
100+,2900
500+,3000
10+,40000
"500,000+",11000
"500,000+",6600
"10,000+",16000
"5,000+",1600
"500,000+",48000
"100,000+",4600
"5,000+",2800
"1,000+",23000
"5,000+",26000
"1,000,000+",2500
"1,000+",24000
"10,000+",56000
"100,000+",4000
"1,000+",2500
"100,000+",40000
10+,73000
"10,000+",31000
500+,45000
"1,000+",42000
"10,000+",39000
500+,48000
"5,000+",7200
"5,000+",10000
"10,000+",14000
"5,000+",11000
"5,000+",21000
"5,000+",32000
10+,47000
50+,2100
500+,16000
50+,33000
50+,3400
10+,17000
500+,1600
100+,42000
100+,11000
"5,000+",48000
50+,40000
"10,000+",20000
"10,000+",60000
"50,000+",2600
100+,22000
"1,000+",3200
100+,5300
"5,000+",22000
100+,10000
10+,43000
50+,4800
"1,000+",20000
100+,1900
10+,3300
"10,000+",1200
"50,000+",54000
"50,000+",26000
50+,67000
"10,000+",6400
"100,000+",50000
"10,000+",2500
100+,1300
"10,000,000+",21000
50+,7400
"1,000,000+",30000
"100,000+",3900
"100,000+",9800
"100,000+",4500
"10,000+",9800
"10,000+",3200
10+,47000
"10,000+",6000
"50,000+",2500
"100,000+",2300
10-,14000
"1,000+",7000
"50,000+",562
10-,14000
"100,000+",4700
"5,000+",4500
"50,000+",10000
"10,000+",3000
100+,18000
"1,000+",32000
"1,000,000+",847
"100,000+",2800
10+,9900
"100,000+",17000
"1,000+",2500
"5,000+",3400
"10,000+",6800
100+,957
100+,29000
"1,000+",3600
500+,28000
"1,000+",3100
"100,000+",2500
500+,1600
"10,000+",23000
"10,000+",15000
"1,000+",6100
"10,000+",10000
"10,000+",2400
500+,4600
"10,000+",3300
"1,000+",10000
"10,000+",3800
"5,000+",3100
10+,33000
10+,6200
"10,000+",2100
10-,18000
"50,000,000+",37000
"50,000,000+",58000
"50,000,000+",22000
"10,000,000+",71000
"10,000,000+",63000
"10,000,000+",49000
"10,000,000+",15000
"10,000,000+",67000
"500,000+",45000
"1,000,000+",29000
"10,000,000+",57000
"500,000+",43000
"1,000+",12000
"5,000,000+",96000
"1,000,000+",26000
"1,000,000+",79000
"10,000,000+",98000
"5,000,000+",19000
"1,000,000+",28000
"5,000,000+",50000
"10,000,000+",39000
"10,000,000+",30000
"1,000,000+",99000
"100,000,000+",58000
"100,000+",92000
"100,000+",43000
"1,000,000+",100000
"1,000,000+",72000
"1,000,000+",37000
"1,000,000+",3100
"10,000,000+",33000
100+,3300
"10,000+",5600
"10,000+",16000
10+,5400
100+,11000
50+,30000
"1,000+",31000
"500,000+",3300
"1,000+",30000
"100,000+",6100
100+,5200
"1,000,000+",18000
"5,000+",16000
50+,25000
"5,000+",2300
10+,13000
"100,000+",8800
"1,000+",15000
50+,2400
"1,000+",70000
"100,000+",3900
"5,000+",3900
10+,9000
10+,21000
"100,000+",7300
10-,1800
